Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Timestamp,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,food_per_guest_ratio
Fruits,300,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,15,2024-07-08 01:28:09.795918336,2024,7,8,0,0,3,1.3333333333333333
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2024-07-08 07:20:48.979591936,2024,7,8,0,0,3,1.2857142857142858
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-07-08 13:13:28.163265280,2024,7,8,0,0,3,1.25
Fruits,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,2024-07-08 19:06:07.346938880,2024,7,8,0,0,3,1.25
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-07-09 00:58:46.530612224,2024,7,9,1,0,3,1.4
Dairy Products,261,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,2024-07-09 06:51:25.714285824,2024,7,9,1,0,3,1.3409961685823755
Fruits,220,Corporate,300,Refrigerated,Regular,Winter,Finger Food,Rural,Low,15,2024-07-09 12:44:04.897959168,2024,7,9,1,0,3,1.3636363636363635
Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,45,2024-07-09 18:36:44.081632768,2024,7,9,1,0,3,1.25
Meat,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,2024-07-10 00:29:23.265306112,2024,7,10,2,0,3,1.25
Vegetables,320,Wedding,400,Room Temperature,Regular,Summer,Buffet,Rural,High,35,2024-07-10 06:22:02.448979712,2024,7,10,2,0,3,1.25
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,2024-07-10 12:14:41.632653056,2024,7,10,2,0,3,1.4
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,15,2024-07-10 18:07:20.816326656,2024,7,10,2,0,3,1.3333333333333333
Meat,300,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-07-11 00:00:00.000000000,2024,7,11,3,0,3,1.3333333333333333
Meat,350,Corporate,450,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-07-11 05:52:39.183673344,2024,7,11,3,0,3,1.2857142857142858
Vegetables,280,Corporate,350,Refrigerated,Occasional,Summer,Finger Food,Rural,Low,20,2024-07-11 17:37:57.551020288,2024,7,11,3,0,3,1.25
Meat,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,2024-07-11 23:30:36.734693888,2024,7,11,3,0,3,1.25
Vegetables,320,Birthday,400,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,2024-07-12 05:23:15.918367232,2024,7,12,4,0,3,1.25
Baked Goods,310,Birthday,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,25,2024-07-12 17:08:34.285714176,2024,7,12,4,0,3,1.4516129032258065
Vegetables,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,2024-07-12 23:01:13.469387776,2024,7,12,4,0,3,1.3636363636363635
Baked Goods,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,2024-07-13 04:53:52.653061120,2024,7,13,5,1,3,1.3636363636363635
Fruits,350,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-07-13 10:46:31.836734720,2024,7,13,5,1,3,1.2857142857142858
Meat,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-07-13 16:39:11.020408064,2024,7,13,5,1,3,1.25
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-07-13 22:31:50.204081664,2024,7,13,5,1,3,1.3333333333333333
Vegetables,320,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-07-14 04:24:29.387755008,2024,7,14,6,1,3,1.25
Fruits,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,2024-07-14 10:17:08.571428608,2024,7,14,6,1,3,1.25
Dairy Products,310,Corporate,450,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,25,2024-07-14 16:09:47.755101952,2024,7,14,6,1,3,1.4516129032258065
Meat,300,Corporate,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2024-07-14 22:02:26.938775552,2024,7,14,6,1,3,1.3333333333333333
Vegetables,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,40,2024-07-15 03:55:06.122448896,2024,7,15,0,0,3,1.4
Fruits,220,Wedding,300,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,15,2024-07-15 09:47:45.306122496,2024,7,15,0,0,3,1.3636363636363635
Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-07-15 15:40:24.489795840,2024,7,15,0,0,3,1.2857142857142858
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Urban,High,40,2024-07-15 21:33:03.673469440,2024,7,15,0,0,3,1.25
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10,2024-07-16 03:25:42.857142784,2024,7,16,1,0,3,1.4
Vegetables,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,2024-07-16 09:18:22.040816384,2024,7,16,1,0,3,1.228476821192053
Baked Goods,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,2024-07-16 15:11:01.224489728,2024,7,16,1,0,3,1.2857142857142858
Baked Goods,220,Birthday,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,15,2024-07-16 21:03:40.408163328,2024,7,16,1,0,3,1.3636363636363635
Fruits,250,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-07-17 02:56:19.591836672,2024,7,17,2,0,3,1.4
Dairy Products,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,2024-07-17 08:48:58.775510272,2024,7,17,2,0,3,1.25
Fruits,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,2024-07-17 20:34:17.142857216,2024,7,17,2,0,3,1.3636363636363635
Fruits,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,45,2024-07-18 02:26:56.326530560,2024,7,18,3,0,3,1.25
Meat,320,Corporate,400,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-07-18 08:19:35.510204160,2024,7,18,3,0,3,1.25
Dairy Products,207,Birthday,280,Room Temperature,Regular,Summer,Finger Food,Rural,High,20,2024-07-18 14:12:14.693877504,2024,7,18,3,0,3,1.3526570048309179
Fruits,280,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2024-07-18 20:04:53.877551104,2024,7,18,3,0,3,1.25
Baked Goods,300,Corporate,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,20,2024-07-19 01:57:33.061224448,2024,7,19,4,0,3,1.3333333333333333
Baked Goods,310,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Suburban,High,35,2024-07-19 07:50:12.244898048,2024,7,19,4,0,3,1.1290322580645162
Fruits,400,Social Gathering,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,45,2024-07-19 13:42:51.428571392,2024,7,19,4,0,3,1.25
Fruits,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,2024-07-19 19:35:30.612244992,2024,7,19,4,0,3,1.25
Baked Goods,220,Wedding,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2024-07-20 07:20:48.979591936,2024,7,20,5,1,3,1.3636363636363635
Vegetables,320,Corporate,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,High,35,2024-07-20 13:13:28.163265280,2024,7,20,5,1,3,1.25
Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2024-07-20 19:06:07.346938880,2024,7,20,5,1,3,1.2857142857142858
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,2024-07-21 00:58:46.530612224,2024,7,21,6,1,3,1.25
Baked Goods,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-07-21 06:51:25.714285824,2024,7,21,6,1,3,1.25
Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,20,2024-07-21 12:44:04.897959168,2024,7,21,6,1,3,1.3333333333333333
Baked Goods,250,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-07-21 18:36:44.081632768,2024,7,21,6,1,3,1.4
Baked Goods,280,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,2024-07-22 00:29:23.265306112,2024,7,22,0,0,3,1.25
Dairy Products,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,2024-07-22 06:22:02.448979712,2024,7,22,0,0,3,1.25
Meat,250,Corporate,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,20,2024-07-22 12:14:41.632653056,2024,7,22,0,0,3,1.4
Vegetables,400,Corporate,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,25,2024-07-22 18:07:20.816326656,2024,7,22,0,0,3,1.25
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-07-23 00:00:00.000000000,2024,7,23,1,0,3,1.3333333333333333
Baked Goods,250,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,2024-07-23 05:52:39.183673344,2024,7,23,1,0,3,1.4
Fruits,320,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-07-23 11:45:18.367346944,2024,7,23,1,0,3,1.25
Fruits,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-07-23 17:37:57.551020288,2024,7,23,1,0,3,1.3636363636363635
Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-07-23 23:30:36.734693888,2024,7,23,1,0,3,1.25
Dairy Products,400,Birthday,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,2024-07-24 05:23:15.918367232,2024,7,24,2,0,3,1.25
Baked Goods,350,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,30,2024-07-24 11:15:55.102040832,2024,7,24,2,0,3,1.2857142857142858
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,2024-07-24 17:08:34.285714176,2024,7,24,2,0,3,1.25
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,2024-07-24 23:01:13.469387776,2024,7,24,2,0,3,1.4
Fruits,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,2024-07-25 04:53:52.653061120,2024,7,25,3,0,3,1.25
Baked Goods,310,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,2024-07-25 10:46:31.836734720,2024,7,25,3,0,3,1.1290322580645162
Baked Goods,350,Corporate,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,2024-07-25 16:39:11.020408064,2024,7,25,3,0,3,1.2857142857142858
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-07-25 22:31:50.204081664,2024,7,25,3,0,3,1.25
Baked Goods,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-07-26 04:24:29.387755008,2024,7,26,4,0,3,1.3636363636363635
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,2024-07-26 10:17:08.571428608,2024,7,26,4,0,3,1.25
Dairy Products,250,Birthday,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,2024-07-26 16:09:47.755101952,2024,7,26,4,0,3,1.4
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,30,2024-07-26 22:02:26.938775552,2024,7,26,4,0,3,1.4
Baked Goods,220,Wedding,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,2024-07-27 03:55:06.122448896,2024,7,27,5,1,3,1.3636363636363635
Baked Goods,300,Social Gathering,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,Low,20,2024-07-27 09:47:45.306122496,2024,7,27,5,1,3,1.3333333333333333
Dairy Products,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-07-27 15:40:24.489795840,2024,7,27,5,1,3,1.2857142857142858
Dairy Products,342,Social Gathering,405,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,29,2024-07-27 21:33:03.673469440,2024,7,27,5,1,3,1.1842105263157894
Baked Goods,380,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-07-28 03:25:42.857142784,2024,7,28,6,1,3,1.3157894736842106
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,2024-07-28 09:18:22.040816384,2024,7,28,6,1,3,1.25
Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-07-28 15:11:01.224489728,2024,7,28,6,1,3,1.25
Dairy Products,400,Wedding,500,Room Temperature,Occasional,Winter,Sit-down Dinner,Urban,High,40,2024-07-28 21:03:40.408163328,2024,7,28,6,1,3,1.25
Dairy Products,320,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-07-29 02:56:19.591836672,2024,7,29,0,0,3,1.25
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,2024-07-29 08:48:58.775510272,2024,7,29,0,0,3,1.25
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,35,2024-07-29 14:41:37.959183616,2024,7,29,0,0,3,1.25
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,2024-07-29 20:34:17.142857216,2024,7,29,0,0,3,1.3333333333333333
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,2024-07-30 02:26:56.326530560,2024,7,30,1,0,3,1.3636363636363635
Baked Goods,400,Wedding,500,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,2024-07-30 08:19:35.510204160,2024,7,30,1,0,3,1.25
Vegetables,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-07-30 14:12:14.693877504,2024,7,30,1,0,3,1.2857142857142858
Vegetables,429,Social Gathering,496,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,42,2024-07-30 20:04:53.877551104,2024,7,30,1,0,3,1.156177156177156
Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-07-31 07:50:12.244898048,2024,7,31,2,0,3,1.4
Meat,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-07-31 13:42:51.428571392,2024,7,31,2,0,3,1.4
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,2024-07-31 19:35:30.612244992,2024,7,31,2,0,3,1.4
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,20,2024-08-01 01:28:09.795918336,2024,8,1,3,0,3,1.3333333333333333
Dairy Products,320,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,2024-08-01 07:20:48.979591936,2024,8,1,3,0,3,1.5
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-08-01 19:06:07.346938880,2024,8,1,3,0,3,1.25
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-08-02 00:58:46.530612224,2024,8,2,4,0,3,1.3333333333333333
Dairy Products,397,Social Gathering,482,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,31,2024-08-02 06:51:25.714285824,2024,8,2,4,0,3,1.2141057934508817
Baked Goods,350,Birthday,450,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-08-02 12:44:04.897959168,2024,8,2,4,0,3,1.2857142857142858
Meat,320,Corporate,400,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,25,2024-08-03 00:29:23.265306112,2024,8,3,5,1,3,1.25
Meat,302,Birthday,371,Room Temperature,Regular,Summer,Buffet,Suburban,Low,27,2024-08-03 06:22:02.448979712,2024,8,3,5,1,3,1.228476821192053
Meat,300,Wedding,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,35,2024-08-03 12:14:41.632653056,2024,8,3,5,1,3,1.5
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,40,2024-08-03 18:07:20.816326656,2024,8,3,5,1,3,1.2857142857142858
Vegetables,280,Wedding,350,Refrigerated,Regular,Summer,Finger Food,Urban,Low,20,2024-08-04 00:00:00.000000000,2024,8,4,6,1,3,1.25
Meat,300,Wedding,450,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,35,2024-08-04 05:52:39.183673344,2024,8,4,6,1,3,1.5
Fruits,320,Birthday,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,2024-08-04 11:45:18.367346944,2024,8,4,6,1,3,1.5
Fruits,350,Birthday,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,2024-08-04 17:37:57.551020288,2024,8,4,6,1,3,1.2857142857142858
Meat,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20,2024-08-04 23:30:36.734693888,2024,8,4,6,1,3,1.3333333333333333
Meat,350,Corporate,450,Refrigerated,Occasional,Summer,Finger Food,Suburban,High,30,2024-08-05 05:23:15.918367232,2024,8,5,0,0,3,1.2857142857142858
Baked Goods,367,Birthday,420,Room Temperature,Regular,Winter,Buffet,Suburban,Low,40,2024-08-05 11:15:55.102040832,2024,8,5,0,0,3,1.1444141689373297
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,25,2024-08-05 17:08:34.285714176,2024,8,5,0,0,3,1.3333333333333333
Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Low,20,2024-08-05 23:01:13.469387776,2024,8,5,0,0,3,1.3333333333333333
Fruits,280,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,25,2024-08-06 04:53:52.653061120,2024,8,6,1,0,3,1.25
Fruits,320,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,2024-08-06 10:46:31.836734720,2024,8,6,1,0,3,1.5
Baked Goods,320,Wedding,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,35,2024-08-06 16:39:11.020408064,2024,8,6,1,0,3,1.25
Vegetables,207,Birthday,280,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,20,2024-08-07 04:24:29.387755008,2024,8,7,2,0,3,1.3526570048309179
Meat,250,Social Gathering,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,35,2024-08-07 10:17:08.571428608,2024,8,7,2,0,3,1.4
Meat,250,Corporate,350,Room Temperature,Occasional,Winter,Finger Food,Suburban,High,35,2024-08-07 16:09:47.755101952,2024,8,7,2,0,3,1.4
Fruits,350,Birthday,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,45,2024-08-07 22:02:26.938775552,2024,8,7,2,0,3,1.2857142857142858
Fruits,438,Wedding,493,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,2024-08-08 03:55:06.122448896,2024,8,8,3,0,3,1.1255707762557077
Meat,310,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,High,35,2024-08-08 09:47:45.306122496,2024,8,8,3,0,3,1.1290322580645162
Baked Goods,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,2024-08-08 15:40:24.489795840,2024,8,8,3,0,3,1.25
Fruits,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,2024-08-08 21:33:03.673469440,2024,8,8,3,0,3,1.25
Baked Goods,350,Birthday,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,2024-08-09 09:18:22.040816384,2024,8,9,4,0,3,1.2857142857142858
Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45,2024-08-09 15:11:01.224489728,2024,8,9,4,0,3,1.25
Meat,400,Corporate,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,50,2024-08-09 21:03:40.408163328,2024,8,9,4,0,3,1.25
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,2024-08-10 02:56:19.591836672,2024,8,10,5,1,3,1.3333333333333333
Dairy Products,434,Birthday,495,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,36,2024-08-10 08:48:58.775510272,2024,8,10,5,1,3,1.140552995391705
Fruits,280,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,25,2024-08-10 14:41:37.959183616,2024,8,10,5,1,3,1.25
Baked Goods,400,Social Gathering,450,Room Temperature,Regular,Summer,Buffet,Urban,Moderate,30,2024-08-10 20:34:17.142857216,2024,8,10,5,1,3,1.125
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,2024-08-11 02:26:56.326530560,2024,8,11,6,1,3,1.25
Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-08-11 08:19:35.510204160,2024,8,11,6,1,3,1.2857142857142858
Dairy Products,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-08-12 07:50:12.244898048,2024,8,12,0,0,3,1.2857142857142858
Dairy Products,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-08-12 13:42:51.428571392,2024,8,12,0,0,3,1.3333333333333333
Meat,367,Birthday,420,Room Temperature,Regular,Summer,Buffet,Urban,Low,40,2024-08-12 19:35:30.612244992,2024,8,12,0,0,3,1.1444141689373297
Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Urban,Low,15,2024-08-13 01:28:09.795918336,2024,8,13,1,0,3,1.3636363636363635
Fruits,280,Wedding,350,Refrigerated,Regular,Winter,Finger Food,Urban,Low,20,2024-08-13 07:20:48.979591936,2024,8,13,1,0,3,1.25
Baked Goods,434,Wedding,495,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,36,2024-08-13 19:06:07.346938880,2024,8,13,1,0,3,1.140552995391705
Baked Goods,250,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-08-14 06:51:25.714285824,2024,8,14,2,0,3,1.4
Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-08-14 12:44:04.897959168,2024,8,14,2,0,3,1.3333333333333333
Baked Goods,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,2024-08-14 18:36:44.081632768,2024,8,14,2,0,3,1.2857142857142858
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,2024-08-15 00:29:23.265306112,2024,8,15,3,0,3,1.25
Dairy Products,310,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,35,2024-08-15 06:22:02.448979712,2024,8,15,3,0,3,1.1290322580645162
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-08-15 12:14:41.632653056,2024,8,15,3,0,3,1.25
Meat,400,Birthday,450,Refrigerated,Occasional,Winter,Buffet,Urban,Moderate,30,2024-08-16 00:00:00.000000000,2024,8,16,4,0,3,1.125
Meat,275,Corporate,388,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,16,2024-08-16 05:52:39.183673344,2024,8,16,4,0,3,1.410909090909091
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,2024-08-16 11:45:18.367346944,2024,8,16,4,0,3,1.25
Meat,400,Corporate,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-08-16 17:37:57.551020288,2024,8,16,4,0,3,1.25
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,2024-08-17 05:23:15.918367232,2024,8,17,5,1,3,1.25
Vegetables,300,Social Gathering,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-08-17 11:15:55.102040832,2024,8,17,5,1,3,1.5
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-08-17 17:08:34.285714176,2024,8,17,5,1,3,1.2857142857142858
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,2024-08-17 23:01:13.469387776,2024,8,17,5,1,3,1.3636363636363635
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-08-18 04:53:52.653061120,2024,8,18,6,1,3,1.3636363636363635
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,2024-08-18 10:46:31.836734720,2024,8,18,6,1,3,1.25
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,2024-08-18 16:39:11.020408064,2024,8,18,6,1,3,1.3636363636363635
Fruits,250,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,2024-08-19 04:24:29.387755008,2024,8,19,0,0,3,1.4
Vegetables,350,Corporate,450,Room Temperature,Regular,Winter,Buffet,Urban,High,40,2024-08-19 10:17:08.571428608,2024,8,19,0,0,3,1.2857142857142858
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,2024-08-19 16:09:47.755101952,2024,8,19,0,0,3,1.3333333333333333
Meat,380,Birthday,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-08-19 22:02:26.938775552,2024,8,19,0,0,3,1.3157894736842106
Meat,250,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,2024-08-20 03:55:06.122448896,2024,8,20,1,0,3,1.4
Meat,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,50,2024-08-20 15:40:24.489795840,2024,8,20,1,0,3,1.25
Fruits,400,Wedding,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,40,2024-08-21 03:25:42.857142784,2024,8,21,2,0,3,1.25
Meat,261,Birthday,350,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,23,2024-08-21 09:18:22.040816384,2024,8,21,2,0,3,1.3409961685823755
