quantity_sold,price_diff,leftover,restaurant_type,meal_type,menu_item_name,has_promotion,special_event,weather_condition
177,2.299999999999999,109.00040000000001,3,2,4,0,0,2
747,0.25,0.0,1,2,5,1,0,1
731,0.6400000000000001,0.0,3,0,10,0,0,2
646,-2.6100000000000003,0.0,3,0,6,1,0,1
0,3.1999999999999993,286.0004,2,1,8,0,0,2
577,4.3100000000000005,0.0,1,0,6,0,0,0
425,1.7600000000000007,0.0,0,1,1,0,0,2
239,1.4699999999999998,47.00040000000001,3,2,13,0,0,1
79,6.580000000000002,207.0004,1,0,6,0,0,2
71,11.86,215.0004,1,2,8,0,0,1
470,0.27,0.0,1,1,5,1,0,1
192,4.329999999999999,94.00040000000001,3,2,9,0,0,2
394,1.25,0.0,1,2,13,0,0,2
360,1.7400000000000002,0.0,3,0,6,0,0,2
0,14.14,286.0004,2,1,8,0,0,2
593,1.8299999999999996,0.0,1,0,13,0,0,2
117,1.67,169.0004,3,1,1,0,0,0
290,0.9799999999999995,0.0,3,1,1,0,0,2
168,10.71,118.00040000000001,2,2,8,0,0,2
0,9.59,286.0004,3,1,12,0,0,1
23,3.290000000000001,263.0004,1,1,8,1,0,2
272,2.950000000000001,14.000400000000013,1,1,1,0,0,2
374,7.379999999999999,0.0,1,0,6,0,0,2
198,5.07,88.00040000000001,0,2,11,0,0,1
233,0.020000000000000462,53.00040000000001,0,2,1,0,1,2
99,15.45,187.0004,1,1,2,0,0,0
110,8.09,176.0004,3,2,7,0,0,2
224,4.359999999999999,62.00040000000001,1,0,9,0,0,1
207,4.24,79.00040000000001,3,2,1,0,0,0
479,2.4800000000000004,0.0,0,0,6,0,0,2
255,4.06,31.000400000000013,3,0,6,0,0,0
264,5.98,22.000400000000013,3,1,4,0,0,0
252,1.0200000000000005,34.00040000000001,3,0,6,0,0,2
493,0.6499999999999999,0.0,3,2,13,0,0,2
101,10.21,185.0004,3,1,12,0,0,2
277,3.959999999999999,9.000400000000013,3,2,7,0,0,2
323,0.4200000000000004,0.0,3,2,13,0,0,2
486,-4.360000000000001,0.0,2,2,9,1,0,2
35,16.92,251.0004,3,1,12,0,0,0
247,2.8499999999999996,39.00040000000001,1,0,6,0,0,2
81,6.85,205.0004,1,1,8,1,0,0
0,3.6399999999999997,286.0004,3,1,1,0,0,1
202,0.71,84.00040000000001,3,1,10,0,0,2
157,1.4700000000000002,129.0004,0,1,5,0,0,1
139,12.529999999999998,147.0004,3,1,0,0,0,0
33,4.43,253.0004,3,1,1,0,0,0
183,1.1000000000000003,103.00040000000001,3,0,10,0,0,1
269,0.71,17.000400000000013,3,0,6,0,0,2
157,7.479999999999999,129.0004,3,2,7,0,0,0
245,3.6400000000000006,41.00040000000001,1,1,1,0,0,2
199,4.42,87.00040000000001,0,2,1,0,0,2
0,10.51,286.0004,1,2,8,0,0,2
690,0.04999999999999982,0.0,3,0,10,1,0,2
352,-1.08,0.0,0,0,9,0,0,2
158,11.16,128.0004,1,2,4,0,0,0
227,12.870000000000001,59.00040000000001,3,1,12,0,0,1
46,15.890000000000004,240.0004,0,2,3,0,0,2
346,2.99,0.0,2,0,5,0,0,0
95,7.23,191.0004,0,0,6,0,0,0
283,1.9900000000000002,3.0004000000000133,3,2,1,0,0,2
0,13.39,286.0004,3,1,0,0,0,1
347,0.7500000000000004,0.0,0,2,5,0,0,1
115,7.1000000000000005,171.0004,1,1,1,0,0,2
488,0.54,0.0,3,1,10,0,1,2
284,2.8600000000000003,2.0004000000000133,3,2,1,0,0,0
26,4.98,260.0004,0,2,8,0,1,2
448,1.1099999999999999,0.0,1,1,13,0,0,2
0,8.0,286.0004,3,1,0,1,0,0
379,0.81,0.0,0,1,13,0,0,2
261,-2.0100000000000007,25.000400000000013,0,1,1,1,0,2
50,3.3999999999999995,236.0004,3,2,9,0,0,1
271,8.370000000000001,15.000400000000013,3,1,12,0,0,0
132,3.059999999999995,154.0004,2,2,0,1,0,1
186,4.32,100.00040000000001,1,2,1,0,0,2
351,0.4300000000000006,0.0,0,0,5,0,0,1
183,6.660000000000004,103.00040000000001,0,1,11,0,0,2
733,1.42,0.0,1,1,13,1,0,2
228,5.770000000000001,58.00040000000001,2,2,9,0,0,0
168,5.41,118.00040000000001,3,2,7,0,0,2
0,9.3,286.0004,0,1,3,0,1,2
257,3.4799999999999995,29.000400000000013,1,0,9,0,0,2
166,10.540000000000003,120.00040000000001,3,1,12,0,1,2
368,0.8600000000000003,0.0,3,0,13,0,0,0
57,8.030000000000001,229.0004,0,2,8,0,0,0
450,0.75,0.0,3,0,13,0,0,0
158,8.919999999999998,128.0004,3,1,12,0,0,0
270,14.060000000000002,16.000400000000013,2,2,3,0,0,1
293,2.880000000000001,0.0,0,0,9,0,0,0
0,14.78,286.0004,2,2,8,0,0,2
124,12.020000000000003,162.0004,1,1,2,0,0,1
180,12.61,106.00040000000001,0,2,0,0,0,0
192,3.59,94.00040000000001,1,2,9,0,0,2
0,16.57,286.0004,1,2,11,0,0,2
199,3.2399999999999993,87.00040000000001,3,0,6,0,0,2
68,8.22,218.0004,1,1,8,0,0,1
318,0.9299999999999997,0.0,3,1,10,0,1,0
229,5.830000000000002,57.00040000000001,3,1,12,0,0,0
79,10.329999999999998,207.0004,1,2,4,0,0,2
285,4.42,1.0004000000000133,2,0,9,0,0,0
366,1.4799999999999995,0.0,2,2,5,0,1,2
0,8.899999999999999,286.0004,3,1,12,0,0,0
176,3.8099999999999996,110.00040000000001,1,2,1,0,0,2
393,2.09,0.0,0,0,6,0,1,2
312,0.30000000000000027,0.0,3,1,10,0,1,2
510,1.0999999999999999,0.0,3,0,13,0,0,2
10,9.869999999999997,276.0004,3,1,0,0,1,2
66,16.76,220.0004,3,1,12,0,0,1
0,16.02,286.0004,3,2,0,0,0,2
271,0.5499999999999998,15.000400000000013,3,1,13,0,0,0
30,11.27,256.0004,3,1,2,0,0,1
43,17.22,243.0004,3,1,0,0,0,2
570,0.7199999999999998,0.0,3,0,13,0,0,2
236,3.84,50.00040000000001,1,2,1,0,0,2
146,14.470000000000002,140.0004,1,2,11,0,0,0
196,14.129999999999995,90.00040000000001,2,2,0,0,0,2
165,2.3300000000000005,121.00040000000001,1,1,5,0,0,1
350,3.0199999999999996,0.0,3,1,12,0,0,2
516,2.2199999999999998,0.0,2,2,5,0,1,2
262,1.3500000000000005,24.000400000000013,2,2,5,0,0,2
11,16.43,275.0004,0,2,11,0,0,2
442,4.5699999999999985,0.0,1,0,6,0,0,1
250,0.78,36.00040000000001,3,0,10,0,0,2
92,1.6900000000000002,194.0004,3,1,13,0,0,1
525,2.3599999999999994,0.0,3,0,6,0,0,0
0,7.77,286.0004,3,1,12,0,0,2
179,3.08,107.00040000000001,3,2,1,0,0,2
414,1.77,0.0,1,0,13,0,0,0
114,8.11,172.0004,1,2,1,0,0,0
315,0.6699999999999997,0.0,3,0,10,0,0,2
606,-0.20000000000000018,0.0,3,2,9,1,0,2
341,1.88,0.0,3,2,9,0,0,0
83,2.3,203.0004,2,2,5,0,0,0
192,14.220000000000006,94.00040000000001,2,2,0,0,0,2
219,2.3099999999999996,67.00040000000001,1,1,13,0,0,0
90,13.940000000000001,196.0004,3,1,12,0,0,0
532,0.2400000000000002,0.0,0,0,6,0,0,2
306,4.969999999999995,0.0,1,1,3,0,0,0
576,2.1399999999999997,0.0,3,0,6,0,0,0
643,-0.1299999999999999,0.0,2,2,5,1,0,0
715,1.4400000000000004,0.0,2,0,5,0,1,2
334,1.8899999999999997,0.0,3,1,1,0,0,0
668,0.56,0.0,3,2,13,0,0,2
253,2.74,33.00040000000001,3,2,1,0,0,2
294,2.92,0.0,0,2,8,0,0,2
177,-1.370000000000001,109.00040000000001,0,1,8,1,0,1
543,1.379999999999999,0.0,0,0,6,0,0,1
537,2.1499999999999995,0.0,3,0,6,0,0,2
669,1.4499999999999997,0.0,1,2,13,0,0,0
182,7.620000000000001,104.00040000000001,3,2,2,0,0,2
497,1.7800000000000011,0.0,2,0,9,0,0,0
645,1.0700000000000003,0.0,0,0,6,0,0,0
273,3.7700000000000005,13.000400000000013,1,1,1,0,0,0
217,15.190000000000005,69.00040000000001,3,2,0,0,1,0
643,-0.3200000000000003,0.0,2,2,5,1,0,0
593,-0.8499999999999996,0.0,3,2,1,1,0,2
374,0.9300000000000002,0.0,3,2,13,0,0,2
440,0.3899999999999999,0.0,3,1,10,0,0,0
290,1.6100000000000003,0.0,2,1,5,0,0,2
468,5.5200000000000005,0.0,1,0,6,0,0,0
265,0.3200000000000003,21.000400000000013,0,2,1,0,0,2
237,0.5,49.00040000000001,0,2,5,0,0,0
193,3.1999999999999993,93.00040000000001,1,2,8,1,0,2
46,7.810000000000002,240.0004,0,1,3,0,0,0
19,8.169999999999998,267.0004,3,1,12,0,0,0
10,14.96,276.0004,2,2,3,0,0,0
632,1.0,0.0,3,1,13,0,0,0
554,0.7300000000000004,0.0,0,2,5,0,0,2
109,9.59,177.0004,3,1,12,0,0,1
440,0.8199999999999985,0.0,0,0,9,0,0,2
461,1.4700000000000006,0.0,2,0,9,0,0,1
477,2.1999999999999993,0.0,1,0,6,0,0,2
9,9.559999999999999,277.0004,0,2,8,0,0,2
138,11.88,148.0004,1,2,2,0,0,2
453,0.8500000000000001,0.0,3,2,13,0,0,0
254,-5.309999999999999,32.00040000000001,2,2,8,1,0,2
69,8.040000000000001,217.0004,0,1,8,0,0,2
391,1.14,0.0,3,0,10,0,0,2
394,1.6100000000000003,0.0,2,2,5,0,0,2
363,3.2199999999999998,0.0,3,0,6,0,0,1
22,14.85,264.0004,3,1,12,0,0,2
413,0.4800000000000002,0.0,3,1,10,0,0,0
239,1.9099999999999993,47.00040000000001,3,1,1,0,0,0
397,1.709999999999999,0.0,0,2,9,0,1,2
119,8.27,167.0004,3,1,12,0,0,1
519,2.09,0.0,3,2,1,0,0,2
317,-1.049999999999999,0.0,1,1,8,1,0,1
515,-0.4299999999999997,0.0,3,2,1,1,0,0
628,0.4200000000000004,0.0,3,2,13,0,0,2
200,4.76,86.00040000000001,0,2,8,0,1,1
89,7.93,197.0004,3,1,12,0,0,2
355,2.210000000000001,0.0,2,2,5,0,0,0
381,0.5700000000000003,0.0,3,2,1,1,0,2
228,2.0199999999999996,58.00040000000001,3,0,6,0,0,2
84,4.919999999999999,202.0004,3,2,1,0,0,0
195,4.82,91.00040000000001,4,2,2,0,0,2
301,0.43000000000000016,0.0,3,0,10,0,0,1
0,15.43,286.0004,0,1,0,0,0,2
199,0.8399999999999999,87.00040000000001,3,0,10,0,0,1
183,7.959999999999997,103.00040000000001,3,1,12,0,0,1
215,5.529999999999998,71.00040000000001,3,2,7,0,0,2
259,0.8299999999999998,27.000400000000013,3,0,10,0,0,2
589,0.6699999999999999,0.0,3,0,13,0,0,2
146,6.340000000000001,140.0004,3,2,4,0,0,0
85,16.36,201.0004,2,2,8,0,0,0
73,1.7199999999999998,213.0004,3,2,13,0,0,1
158,8.79,128.0004,0,2,11,0,0,0
208,3.0999999999999996,78.00040000000001,4,0,6,0,0,2
93,11.349999999999998,193.0004,3,1,12,0,1,1
231,3.29,55.00040000000001,3,0,9,0,0,0
65,12.46,221.0004,1,2,4,0,0,2
100,13.0,186.0004,0,1,11,0,0,2
39,2.0699999999999994,247.0004,3,1,1,0,0,1
170,11.16,116.00040000000001,2,1,8,0,0,2
337,0.9900000000000002,0.0,1,0,5,0,0,2
124,3.5200000000000005,162.0004,0,1,5,0,0,0
51,10.23,235.0004,2,2,8,0,0,2
214,7.699999999999999,72.00040000000001,3,2,2,0,0,0
57,9.629999999999999,229.0004,1,1,8,0,0,0
227,8.450000000000001,59.00040000000001,1,0,6,0,0,1
82,12.510000000000002,204.0004,3,2,0,0,0,2
427,0.6600000000000001,0.0,3,0,6,0,0,0
101,4.089999999999998,185.0004,0,2,8,0,0,0
238,6.329999999999998,48.00040000000001,3,1,12,0,0,2
387,1.45,0.0,3,2,13,0,0,2
192,11.499999999999998,94.00040000000001,1,2,2,0,0,1
333,2.45,0.0,3,0,6,0,0,2
268,-7.09,18.000400000000013,0,2,3,1,0,2
250,2.84,36.00040000000001,3,0,6,0,0,2
213,3.88,73.00040000000001,2,1,5,0,0,2
137,4.879999999999999,149.0004,1,2,8,1,0,2
25,13.18,261.0004,3,1,0,0,0,0
69,11.009999999999998,217.0004,3,2,2,0,0,2
294,3.870000000000001,0.0,0,0,6,0,0,2
0,6.51,286.0004,1,2,1,0,0,1
323,6.210000000000001,0.0,1,2,4,0,0,1
306,2.66,0.0,4,2,2,1,0,0
348,1.08,0.0,3,1,10,0,0,2
204,13.21,82.00040000000001,3,1,12,0,0,2
263,-0.09999999999999964,23.000400000000013,3,1,1,1,0,2
204,0.56,82.00040000000001,3,0,10,0,0,1
92,11.729999999999999,194.0004,3,2,7,0,0,2
430,0.6100000000000012,0.0,0,0,9,0,0,1
408,1.9700000000000006,0.0,2,0,5,0,0,0
222,3.920000000000001,64.00040000000001,1,1,1,0,0,2
275,2.0600000000000005,11.000400000000013,3,2,1,0,0,0
136,2.9699999999999998,150.0004,3,1,1,0,0,2
150,1.06,136.0004,3,1,10,0,0,0
0,11.05,286.0004,3,1,12,0,0,2
0,7.34,286.0004,1,2,8,0,0,1
189,14.019999999999996,97.00040000000001,2,2,3,0,0,0
174,4.840000000000001,112.00040000000001,1,1,1,0,0,2
654,0.3799999999999999,0.0,3,0,6,1,0,0
299,5.170000000000002,0.0,0,2,3,0,1,2
0,11.629999999999999,286.0004,2,2,8,0,0,2
694,0.9500000000000002,0.0,0,1,13,0,0,0
268,0.8600000000000003,18.000400000000013,2,2,5,0,0,0
506,0.25,0.0,3,0,9,0,0,0
113,11.700000000000001,173.0004,3,1,12,0,0,0
638,3.51,0.0,1,0,6,0,0,2
566,0.73,0.0,3,1,10,0,0,0
469,1.4399999999999977,0.0,1,1,11,1,0,2
401,2.67,0.0,2,0,5,0,0,1
720,0.55,0.0,3,0,10,0,0,0
269,6.330000000000002,17.000400000000013,1,2,0,0,0,2
401,2.51,0.0,1,2,1,0,0,2
622,0.6999999999999997,0.0,3,0,13,0,0,1
702,0.31000000000000005,0.0,3,0,10,0,0,0
632,1.6799999999999997,0.0,3,0,6,0,0,2
129,8.380000000000003,157.0004,2,1,8,0,0,0
636,4.019999999999998,0.0,2,0,9,0,0,0
178,11.44,108.00040000000001,3,1,12,0,0,0
280,3.08,6.000400000000013,1,0,6,0,0,2
223,6.329999999999998,63.00040000000001,2,2,9,0,0,2
192,0.8500000000000001,94.00040000000001,3,1,1,1,0,0
126,6.41,160.0004,1,1,1,0,0,2
213,0.6300000000000008,73.00040000000001,3,0,6,0,0,1
272,7.149999999999999,14.000400000000013,3,1,0,0,0,2
363,2.11,0.0,3,2,1,1,0,2
192,5.140000000000001,94.00040000000001,3,0,9,0,0,0
262,0.34999999999999964,24.000400000000013,0,0,5,0,0,1
159,1.5099999999999998,127.00040000000001,3,1,1,0,1,2
193,16.04,93.00040000000001,1,2,3,0,0,2
142,2.5900000000000007,144.0004,3,2,1,0,0,0
117,9.87,169.0004,3,2,7,0,0,0
205,2.6100000000000003,81.00040000000001,3,0,6,0,0,1
139,2.2699999999999996,147.0004,3,2,1,0,0,2
7,6.55,279.0004,1,1,1,0,0,2
176,16.470000000000006,110.00040000000001,2,1,11,0,0,2
182,6.459999999999999,104.00040000000001,3,2,7,0,0,0
687,3.3999999999999986,0.0,1,0,6,0,0,0
536,1.9699999999999998,0.0,1,1,1,1,0,1
265,4.1,21.000400000000013,4,2,2,0,1,1
612,0.7899999999999998,0.0,3,0,10,0,0,2
571,0.6000000000000001,0.0,3,0,10,0,0,0
166,6.979999999999999,120.00040000000001,3,1,12,0,0,0
174,12.899999999999999,112.00040000000001,1,1,2,0,0,2
524,3.9300000000000006,0.0,0,0,6,0,0,1
60,8.46,226.0004,0,2,11,0,0,0
231,12.730000000000004,55.00040000000001,2,2,3,0,0,0
197,11.8,89.00040000000001,3,1,0,0,0,2
666,0.7599999999999998,0.0,0,0,13,0,0,1
385,14.219999999999999,0.0,2,1,3,0,0,0
96,4.180000000000001,190.0004,3,1,1,0,0,2
273,6.280000000000001,13.000400000000013,1,1,4,0,0,0
394,1.9800000000000004,0.0,3,0,6,0,0,0
239,11.169999999999998,47.00040000000001,2,2,8,0,0,0
458,2.45,0.0,2,2,5,0,0,2
241,3.299999999999999,45.00040000000001,3,2,7,0,0,2
400,0.8000000000000007,0.0,0,2,1,0,0,2
671,0.629999999999999,0.0,0,0,6,0,0,1
526,1.0700000000000003,0.0,3,0,6,0,0,0
607,-0.77,0.0,4,2,1,1,0,2
113,13.150000000000002,173.0004,3,1,12,0,0,2
0,6.039999999999999,286.0004,0,1,8,0,0,1
383,0.6600000000000001,0.0,3,1,10,0,0,1
429,1.3299999999999996,0.0,0,0,5,0,0,1
75,13.069999999999997,211.0004,3,1,0,0,0,2
314,1.7200000000000002,0.0,1,2,5,0,0,1
383,2.37,0.0,3,0,9,0,0,0
392,2.9499999999999993,0.0,3,0,9,0,1,1
282,3.979999999999997,4.000400000000013,3,1,12,0,0,2
101,16.980000000000004,185.0004,2,1,0,0,0,2
9,8.44,277.0004,3,1,12,0,0,1
103,14.189999999999998,183.0004,2,1,0,1,0,1
123,6.609999999999999,163.0004,3,2,2,0,0,1
137,9.880000000000003,149.0004,3,1,0,0,0,2
379,1.2899999999999998,0.0,3,1,13,0,0,0
85,13.050000000000004,201.0004,3,2,0,0,0,0
65,11.49,221.0004,1,1,4,0,0,0
277,0.7,9.000400000000013,3,1,10,0,0,2
273,2.58,13.000400000000013,4,1,1,0,0,2
333,1.879999999999999,0.0,2,0,9,0,0,1
124,3.24,162.0004,1,2,5,0,0,2
0,13.700000000000003,286.0004,2,1,11,0,0,0
267,0.7400000000000002,19.000400000000013,3,1,10,0,0,2
235,4.02,51.00040000000001,3,1,1,0,0,0
449,0.1399999999999999,0.0,3,1,10,1,0,1
114,2.92,172.0004,3,1,1,0,0,2
156,13.909999999999997,130.0004,2,2,11,0,0,2
628,-0.020000000000000018,0.0,3,0,10,1,0,2
370,2.4299999999999997,0.0,3,0,6,0,0,0
0,13.139999999999999,286.0004,3,2,2,0,0,0
242,1.71,44.00040000000001,2,1,5,0,0,0
424,1.5700000000000003,0.0,1,1,13,0,0,2
365,1.05,0.0,3,1,10,0,0,0
476,0.33999999999999986,0.0,3,2,13,0,0,0
85,4.410000000000001,201.0004,4,1,1,0,0,2
207,1.4699999999999998,79.00040000000001,0,2,1,0,0,2
28,14.619999999999997,258.0004,2,2,3,0,0,0
176,8.340000000000002,110.00040000000001,1,2,8,0,0,0
285,5.909999999999999,1.0004000000000133,3,2,4,0,0,2
189,0.7199999999999998,97.00040000000001,3,1,13,0,0,1
104,2.709999999999999,182.0004,0,2,9,0,0,1
77,12.870000000000001,209.0004,2,2,8,0,0,2
34,9.559999999999999,252.0004,1,1,8,0,0,1
286,7.7299999999999995,0.0004000000000132786,1,0,6,0,0,0
221,2.380000000000001,65.00040000000001,0,2,1,0,0,2
387,4.4,0.0,1,0,6,0,0,2
40,6.25,246.0004,3,2,7,0,0,2
413,2.91,0.0,1,0,6,0,0,2
204,6.630000000000001,82.00040000000001,4,0,6,0,0,2
294,2.84,0.0,3,1,1,0,0,2
685,-0.2400000000000002,0.0,3,1,13,1,0,0
404,2.5699999999999985,0.0,1,0,6,0,0,2
300,1.37,0.0,0,0,5,0,0,2
90,13.010000000000002,196.0004,2,1,8,0,0,2
331,1.75,0.0,2,0,5,0,0,1
241,4.080000000000001,45.00040000000001,1,1,1,0,0,0
402,1.6500000000000004,0.0,3,0,6,0,0,2
232,1.6,54.00040000000001,3,1,13,0,0,0
205,0.7699999999999996,81.00040000000001,0,1,1,0,0,2
478,2.1300000000000003,0.0,1,0,13,0,0,2
335,2.4000000000000004,0.0,3,2,9,0,0,0
283,1.2999999999999998,3.0004000000000133,3,1,13,0,0,2
279,-2.719999999999999,7.000400000000013,0,1,11,1,0,2
276,5.709999999999999,10.000400000000013,3,2,2,0,1,2
234,4.12,52.00040000000001,0,0,9,0,0,2
338,10.060000000000002,0.0,2,1,3,0,1,1
46,9.240000000000002,240.0004,2,1,8,0,0,2
252,7.609999999999999,34.00040000000001,2,2,3,0,0,0
595,-0.09999999999999964,0.0,3,0,9,1,0,2
537,1.29,0.0,1,0,13,0,0,2
499,0.09999999999999964,0.0,3,0,9,1,0,1
416,-1.17,0.0,2,2,5,1,0,2
107,13.14,179.0004,3,1,12,0,0,0
30,13.3,256.0004,2,1,8,0,0,2
280,5.32,6.000400000000013,1,0,6,0,0,1
99,12.809999999999999,187.0004,1,2,11,1,0,0
134,13.02,152.0004,3,1,0,0,0,2
269,3.000000000000001,17.000400000000013,3,0,6,0,0,2
184,6.650000000000006,102.00040000000001,2,2,0,0,1,0
516,2.1500000000000004,0.0,1,0,6,0,0,2
408,1.85,0.0,1,1,13,0,0,2
421,1.8100000000000005,0.0,1,1,1,1,0,2
274,0.96,12.000400000000013,3,1,10,0,0,2
0,13.309999999999999,286.0004,2,1,8,0,0,0
243,2.969999999999999,43.00040000000001,0,1,11,0,0,0
38,9.879999999999999,248.0004,3,1,12,0,0,0
17,11.830000000000002,269.0004,2,2,8,0,0,1
537,0.72,0.0,3,0,10,0,0,0
179,2.1599999999999993,107.00040000000001,3,1,1,0,0,2
220,7.219999999999999,66.00040000000001,3,2,7,0,0,2
363,1.1499999999999995,0.0,1,1,1,1,0,2
296,-0.11999999999999744,0.0,3,1,12,1,0,0
0,4.949999999999999,286.0004,1,1,1,0,0,2
251,2.1999999999999993,35.00040000000001,3,2,2,0,0,0
47,4.909999999999999,239.0004,1,1,1,0,0,0
277,3.0600000000000005,9.000400000000013,3,2,7,0,0,2
277,4.51,9.000400000000013,1,0,6,0,0,2
233,4.08,53.00040000000001,1,0,9,0,0,2
0,10.46,286.0004,4,2,2,0,0,1
278,1.0100000000000002,8.000400000000013,3,1,13,0,0,2
256,2.6500000000000004,30.000400000000013,3,0,6,0,0,1
424,0.75,0.0,1,0,13,0,0,2
118,0.9299999999999997,168.0004,2,2,8,1,0,1
124,10.559999999999999,162.0004,3,1,12,0,0,2
119,8.96,167.0004,2,1,8,0,0,2
76,10.180000000000001,210.0004,1,1,4,0,0,2
122,3.51,164.0004,1,1,1,0,0,2
201,1.5099999999999998,85.00040000000001,0,1,5,0,0,0
548,1.1600000000000001,0.0,1,0,13,0,0,2
86,7.09,200.0004,3,1,12,1,0,2
296,-0.24,0.0,3,0,10,1,0,1
242,4.01,44.00040000000001,3,2,1,0,0,2
71,11.040000000000003,215.0004,0,2,11,0,0,2
110,3.56,176.0004,3,1,1,0,0,0
0,11.740000000000002,286.0004,3,1,12,0,0,1
395,3.6099999999999994,0.0,3,0,6,0,0,0
481,0.3600000000000003,0.0,3,1,13,0,0,1
65,10.259999999999998,221.0004,3,1,12,0,0,0
297,0.7999999999999998,0.0,0,2,1,0,0,0
199,3.5300000000000002,87.00040000000001,3,0,6,0,0,2
276,0.8700000000000001,10.000400000000013,3,1,13,0,0,0
185,1.87,101.00040000000001,3,1,1,0,0,2
275,0.43000000000000016,11.000400000000013,3,0,13,0,0,1
172,-2.2500000000000018,114.00040000000001,3,1,12,1,0,1
264,2.5299999999999994,22.000400000000013,2,0,5,0,0,1
323,0.019999999999999574,0.0,0,2,1,1,0,2
278,7.390000000000001,8.000400000000013,1,0,6,0,0,0
555,0.9200000000000002,0.0,3,0,13,0,0,2
436,1.38,0.0,1,1,13,0,0,2
414,1.38,0.0,3,0,13,0,0,0
224,5.989999999999999,62.00040000000001,1,2,1,0,0,1
0,8.099999999999998,286.0004,3,1,12,0,0,0
173,7.539999999999999,113.00040000000001,2,2,8,0,0,0
113,1.42,173.0004,0,2,8,0,0,1
165,6.23,121.00040000000001,1,1,2,0,0,1
493,-0.1599999999999997,0.0,0,2,13,0,0,0
319,3.380000000000001,0.0,3,2,9,0,0,2
252,0.5,34.00040000000001,2,1,5,0,0,1
452,-0.06999999999999984,0.0,1,1,5,1,0,1
266,15.969999999999999,20.000400000000013,1,2,11,0,1,0
640,0.4299999999999997,0.0,4,2,13,0,1,1
197,3.34,89.00040000000001,0,2,3,1,0,1
250,8.340000000000003,36.00040000000001,2,2,3,0,0,1
170,2.55,116.00040000000001,3,1,1,0,0,0
174,9.969999999999999,112.00040000000001,3,1,0,0,0,2
635,0.23999999999999977,0.0,3,2,13,0,1,1
332,9.849999999999998,0.0,1,2,3,0,0,2
474,1.83,0.0,3,0,6,0,0,0
603,1.8200000000000003,0.0,3,2,9,1,0,1
248,10.57,38.00040000000001,2,1,11,0,0,0
486,1.1600000000000001,0.0,3,0,6,0,0,2
441,3.37,0.0,3,0,6,0,0,2
93,13.33,193.0004,1,2,8,0,0,2
506,0.5,0.0,0,0,6,0,0,1
37,10.869999999999997,249.0004,2,1,3,0,0,2
0,13.14,286.0004,2,1,11,0,0,0
174,3.460000000000001,112.00040000000001,4,1,1,0,0,1
121,6.830000000000002,165.0004,2,1,8,0,0,2
528,0.0699999999999994,0.0,2,2,5,0,0,2
316,1.2199999999999998,0.0,0,1,1,0,0,0
449,0.5,0.0,3,0,10,0,0,2
731,1.7599999999999998,0.0,3,0,6,0,0,2
0,10.140000000000002,286.0004,1,2,8,0,0,0
393,3.1999999999999993,0.0,1,0,6,0,0,2
380,4.200000000000001,0.0,1,0,6,0,0,0
130,10.97,156.0004,3,1,12,0,0,0
513,1.3399999999999999,0.0,3,1,1,0,1,2
216,2.13,70.00040000000001,0,1,1,0,0,2
0,14.719999999999999,286.0004,3,1,12,0,0,2
587,0.48,0.0,3,1,13,0,0,0
182,8.64,104.00040000000001,2,1,3,0,0,2
749,0.8500000000000001,0.0,3,0,13,0,0,2
322,7.350000000000001,0.0,2,1,3,1,0,0
286,4.630000000000001,0.0004000000000132786,2,2,9,0,0,0
133,6.400000000000006,153.0004,0,2,11,0,0,0
537,0.23000000000000043,0.0,3,0,6,0,0,2
69,13.18,217.0004,3,2,0,0,0,2
298,4.950000000000001,0.0,3,2,7,0,0,2
179,3.9499999999999993,107.00040000000001,3,2,2,1,0,2
0,6.59,286.0004,1,1,1,0,0,2
322,0.8899999999999997,0.0,0,0,5,0,0,2
319,1.37,0.0,2,0,5,0,0,0
199,9.849999999999998,87.00040000000001,2,2,8,0,0,1
392,0.6400000000000001,0.0,0,2,13,0,0,2
520,0.2599999999999998,0.0,3,0,10,0,0,0
383,0.27,0.0,3,1,10,0,0,2
0,12.189999999999998,286.0004,0,1,0,0,0,2
421,3.700000000000003,0.0,1,1,11,1,0,2
556,0.0600000000000005,0.0,1,0,6,1,0,1
46,16.6,240.0004,0,1,11,0,0,1
208,2.839999999999999,78.00040000000001,3,0,6,0,0,2
567,0.54,0.0,1,2,5,1,0,2
599,1.5899999999999999,0.0,3,0,9,1,0,0
214,0.47999999999999954,72.00040000000001,0,2,5,0,0,0
540,0.7599999999999998,0.0,3,2,13,0,0,2
343,1.0,0.0,3,2,7,1,0,0
372,1.1,0.0,3,1,13,0,0,2
254,5.559999999999999,32.00040000000001,1,0,6,0,0,1
33,7.580000000000001,253.0004,1,1,1,0,0,0
159,8.84,127.00040000000001,1,2,2,0,0,2
156,4.499999999999999,130.0004,1,2,1,0,0,0
137,11.04,149.0004,2,1,11,0,0,1
111,8.819999999999999,175.0004,1,2,4,0,0,2
419,0.9300000000000002,0.0,1,0,13,0,0,1
363,1.5,0.0,3,2,1,0,1,0
267,5.27,19.000400000000013,1,2,4,1,0,2
370,-7.599999999999998,0.0,0,2,3,1,0,0
79,1.6899999999999995,207.0004,0,2,1,0,1,1
185,4.14,101.00040000000001,1,2,1,0,0,2
485,0.6600000000000001,0.0,3,0,10,0,0,2
225,2.290000000000001,61.00040000000001,3,0,6,0,0,2
